well;ID;sample;dominant_family;percentage;reads_spikein;reads
I23-1328-I05_S870_R1_001;I23-1328-I05;sample;Microbacteriaceae;30,77;13;254
I23-1328-I06_S886_R1_001;I23-1328-I06;sample;Enterobacteriaceae;86,3;146;2123
I23-1328-I07_S902_R1_001;I23-1328-I07;sample;Burkholderiaceae;29,59;98;869
I23-1328-I08_S918_R1_001;I23-1328-I08;sample;Enterobacteriaceae;82,76;29;370
I23-1328-I09_S934_R1_001;I23-1328-I09;sample;Xanthomonadaceae;84,46;6688;81265
I23-1328-I10_S950_R1_001;I23-1328-I10;sample;Enterobacteriaceae;67,86;28;407
I23-1328-I11_S966_R1_001;I23-1328-I11;sample;Xanthomonadaceae;88,25;14301;152124
I23-1328-I12_S982_R1_001;I23-1328-I12;sample;Micrococcaceae;25;104;1235
I23-1328-I13_S998_R1_001;I23-1328-I13;sample;Xanthomonadaceae;73,71;3119;37485
I23-1328-I14_S1014_R1_001;I23-1328-I14;sample;Enterobacteriaceae;80,85;47;617
I23-1328-I15_S1030_R1_001;I23-1328-I15;sample;Microbacteriaceae;22,85;1956;25702
I23-1328-I16_S1046_R1_001;I23-1328-I16;sample;Enterobacteriaceae;31,85;135;1698
I23-1328-I17_S1062_R1_001;I23-1328-I17;sample;Xanthomonadaceae;83,51;2134;30899
I23-1328-I18_S1078_R1_001;I23-1328-I18;sample;0;0;1;82
I23-1328-I19_S1094_R1_001;I23-1328-I19;sample;Xanthomonadaceae;81,25;176;1558
I23-1328-I20_S1110_R1_001;I23-1328-I20;sample;Microbacteriaceae;23,15;8403;119856
I23-1328-I21_S1126_R1_001;I23-1328-I21;sample;Xanthomonadaceae;79,78;1301;10775
I23-1328-I22_S1142_R1_001;I23-1328-I22;sample;Microbacteriaceae;23,21;1366;16957
I23-1328-I23_S1158_R1_001;I23-1328-I23;sample;Comamonadaceae;25,12;2858;36357
I23-1328-I24_S1174_R1_001;I23-1328-I24;sample;Micrococcaceae;20,15;923;8412
I23-1328-J01_S807_R1_001;I23-1328-J01;sample;Micrococcaceae;14,29;7;181
I23-1328-J02_S823_R1_001;I23-1328-J02;sample;0;0;0;60
I23-1328-J03_S839_R1_001;I23-1328-J03;sample;Microbacteriaceae;18,61;7007;89694
I23-1328-J04_S855_R1_001;I23-1328-J04;sample;Pseudomonadaceae;18,5;4703;59923
I23-1328-J05_S871_R1_001;I23-1328-J05;sample;Xanthomonadaceae;68,85;61;661
I23-1328-J06_S887_R1_001;I23-1328-J06;sample;Microbacteriaceae;78;6540;71947
I23-1328-J07_S903_R1_001;I23-1328-J07;sample;Xanthomonadaceae;61,13;8009;83660
I23-1328-J08_S919_R1_001;I23-1328-J08;sample;Microbacteriaceae;59,73;1577;14465
I23-1328-J09_S935_R1_001;I23-1328-J09;sample;Xanthomonadaceae;58,38;4815;54597
I23-1328-J10_S951_R1_001;I23-1328-J10;sample;Microbacteriaceae;18,75;2107;21400
I23-1328-J11_S967_R1_001;I23-1328-J11;sample;Microbacteriaceae;18,04;5798;48712
I23-1328-J12_S983_R1_001;I23-1328-J12;sample;Microbacteriaceae;57,86;8374;105345
I23-1328-J13_S999_R1_001;I23-1328-J13;sample;Micrococcaceae;36,73;226;3555
I23-1328-J14_S1015_R1_001;I23-1328-J14;sample;Microbacteriaceae;80,8;4813;50993
I23-1328-J15_S1031_R1_001;I23-1328-J15;sample;Microbacteriaceae;16,83;511;6321
I23-1328-J16_S1047_R1_001;I23-1328-J16;sample;Xanthomonadaceae;36,65;1045;10396
I23-1328-J17_S1063_R1_001;I23-1328-J17;sample;Xanthomonadaceae;21,43;14;411
I23-1328-J18_S1079_R1_001;I23-1328-J18;sample;Microbacteriaceae;63,05;2785;32943
I23-1328-J19_S1095_R1_001;I23-1328-J19;sample;Xanthomonadaceae;27,04;392;4087
I23-1328-J20_S1111_R1_001;I23-1328-J20;sample;Microbacteriaceae;77,75;2431;26794
I23-1328-J21_S1127_R1_001;I23-1328-J21;sample;Xanthomonadaceae;22,67;591;6367
I23-1328-J22_S1143_R1_001;I23-1328-J22;sample;Microbacteriaceae;18,25;3250;40031
I23-1328-J23_S1159_R1_001;I23-1328-J23;sample;Pseudomonadaceae;50,2;4612;54481
I23-1328-J24_S1175_R1_001;I23-1328-J24;sample;Alcaligenaceae;66,67;18;281
I23-1328-K01_S808_R1_001;I23-1328-K01;sample;Xanthomonadaceae;74,86;346;3193
I23-1328-K02_S824_R1_001;I23-1328-K02;sample;Micrococcaceae;27,69;10984;136745
I23-1328-K03_S840_R1_001;I23-1328-K03;sample;Pseudomonadaceae;56,62;1194;10790
I23-1328-K04_S856_R1_001;I23-1328-K04;sample;Micrococcaceae;28,88;5851;73022
I23-1328-K05_S872_R1_001;I23-1328-K05;sample;Xanthomonadaceae;70,26;817;7955
I23-1328-K06_S888_R1_001;I23-1328-K06;sample;Microbacteriaceae;13,89;36;664
I23-1328-K07_S904_R1_001;I23-1328-K07;sample;Bacillaceae;20;5;141
I23-1328-K08_S920_R1_001;I23-1328-K08;sample;Microbacteriaceae;28;50;509
I23-1328-K09_S936_R1_001;I23-1328-K09;sample;Microbacteriaceae;22,62;2281;29572
I23-1328-K10_S952_R1_001;I23-1328-K10;sample;Microbacteriaceae;15,59;186;1983
I23-1328-K11_S968_R1_001;I23-1328-K11;sample;Microbacteriaceae;21,72;11613;123369
I23-1328-K12_S984_R1_001;I23-1328-K12;sample;Microbacteriaceae;19,67;61;991
I23-1328-K13_S1000_R1_001;I23-1328-K13;sample;Xanthomonadaceae;85,02;4360;50949
I23-1328-K14_S1016_R1_001;I23-1328-K14;sample;Micrococcaceae;13,61;698;6669
I23-1328-K15_S1032_R1_001;I23-1328-K15;sample;Pseudomonadaceae;63,09;4180;59417
I23-1328-K16_S1048_R1_001;I23-1328-K16;sample;Micrococcaceae;8,54;82;1266
I23-1328-K17_S1064_R1_001;I23-1328-K17;sample;Microbacteriaceae;17,95;6796;133921
I23-1328-K18_S1080_R1_001;I23-1328-K18;sample;Micrococcaceae;100;1;70
I23-1328-K19_S1096_R1_001;I23-1328-K19;sample;Microbacteriaceae;18,26;6412;85426
I23-1328-K20_S1112_R1_001;I23-1328-K20;sample;Bacillaceae;72,88;7533;100899
I23-1328-K21_S1128_R1_001;I23-1328-K21;sample;Xanthomonadaceae;83,76;117;1366
I23-1328-K22_S1144_R1_001;I23-1328-K22;sample;Microbacteriaceae;19,15;1645;20201
I23-1328-K23_S1160_R1_001;I23-1328-K23;sample;Xanthomonadaceae;82,32;1363;12752
I23-1328-K24_S1176_R1_001;I23-1328-K24;sample;Microbacteriaceae;18,74;3923;52393
I23-1328-L01_S809_R1_001;I23-1328-L01;sample;Micrococcaceae;19,85;272;2896
I23-1328-L02_S825_R1_001;I23-1328-L02;sample;Microbacteriaceae;83,77;6710;81097
I23-1328-L03_S841_R1_001;I23-1328-L03;sample;Micrococcaceae;20,79;2674;25470
I23-1328-L04_S857_R1_001;I23-1328-L04;sample;Microbacteriaceae;17,87;2076;27503
I23-1328-L05_S873_R1_001;I23-1328-L05;sample;Micrococcaceae;55,76;850;9185
I23-1328-L06_S889_R1_001;I23-1328-L06;sample;Microbacteriaceae;45,12;7775;104189
I23-1328-L07_S905_R1_001;I23-1328-L07;sample;Xanthomonadaceae;47,06;17;243
I23-1328-L08_S921_R1_001;I23-1328-L08;sample;Microbacteriaceae;12,56;4831;53122
I23-1328-L09_S937_R1_001;I23-1328-L09;sample;Pseudomonadaceae;31,1;4019;49166
I23-1328-L10_S953_R1_001;I23-1328-L10;sample;Microbacteriaceae;82,42;2207;23668
I23-1328-L11_S969_R1_001;I23-1328-L11;sample;Micrococcaceae;33,64;11945;103795
I23-1328-L12_S985_R1_001;I23-1328-L12;sample;Microbacteriaceae;22,92;4669;61370
I23-1328-L13_S1001_R1_001;I23-1328-L13;sample;Xanthomonadaceae;36,84;57;970
I23-1328-L14_S1017_R1_001;I23-1328-L14;sample;Microbacteriaceae;53,68;2064;21596
I23-1328-L15_S1033_R1_001;I23-1328-L15;sample;Microbacteriaceae;25,3;3411;35002
I23-1328-L16_S1049_R1_001;I23-1328-L16;sample;Microbacteriaceae;23,7;4198;60427
I23-1328-L17_S1065_R1_001;I23-1328-L17;sample;Burkholderiaceae;37,93;29;582
I23-1328-L18_S1081_R1_001;I23-1328-L18;sample;Alcaligenaceae;80,2;197;2872
I23-1328-L19_S1097_R1_001;I23-1328-L19;sample;Micrococcaceae;21,57;1530;16192
I23-1328-L20_S1113_R1_001;I23-1328-L20;sample;Microbacteriaceae;24,36;353;4598
I23-1328-L21_S1129_R1_001;I23-1328-L21;sample;Pseudomonadaceae;58,93;3484;45534
I23-1328-L22_S1145_R1_001;I23-1328-L22;sample;Bacillaceae;90,02;3528;44084
I23-1328-L23_S1161_R1_001;I23-1328-L23;sample;Microbacteriaceae;51,4;356;4002
I23-1328-L24_S1177_R1_001;I23-1328-L24;sample;Micrococcaceae;28,18;3052;35186
I23-1328-M01_S810_R1_001;I23-1328-M01;sample;Bacillaceae;89,28;9686;140059
I23-1328-M02_S826_R1_001;I23-1328-M02;sample;Micrococcaceae;27,48;2966;30045
I23-1328-M03_S842_R1_001;I23-1328-M03;sample;Xanthomonadaceae;82,95;4840;56389
I23-1328-M04_S858_R1_001;I23-1328-M04;sample;Microbacteriaceae;20,05;8144;109667
I23-1328-M05_S874_R1_001;I23-1328-M05;sample;Micrococcaceae;25,31;798;7748
I23-1328-M06_S890_R1_001;I23-1328-M06;sample;Microbacteriaceae;33,54;5512;57515
I23-1328-M07_S906_R1_001;I23-1328-M07;sample;Micrococcaceae;23,56;556;5073
I23-1328-M08_S922_R1_001;I23-1328-M08;sample;Streptomycetaceae;48,28;29;391
I23-1328-M09_S938_R1_001;I23-1328-M09;sample;Micrococcaceae;29,41;5555;68344
I23-1328-M10_S954_R1_001;I23-1328-M10;sample;Micrococcaceae;22,38;2368;27649
I23-1328-M11_S970_R1_001;I23-1328-M11;sample;Micrococcaceae;26,72;12914;117786
I23-1328-M12_S986_R1_001;I23-1328-M12;sample;Xanthomonadaceae;61,07;9874;142721
I23-1328-M13_S1002_R1_001;I23-1328-M13;sample;Pseudomonadaceae;46,45;7712;103688
I23-1328-M14_S1018_R1_001;I23-1328-M14;sample;Comamonadaceae;61,07;7138;93213
I23-1328-M15_S1034_R1_001;I23-1328-M15;sample;Microbacteriaceae;19,14;6511;71753
I23-1328-M16_S1050_R1_001;I23-1328-M16;sample;Micrococcaceae;21,22;8761;107534
I23-1328-M17_S1066_R1_001;I23-1328-M17;sample;Xanthomonadaceae;79,37;189;3127
I23-1328-M18_S1082_R1_001;I23-1328-M18;sample;Bacillaceae;100;1;71
I23-1328-M19_S1098_R1_001;I23-1328-M19;sample;Methylobacteriaceae;85,45;4007;45301
I23-1328-M20_S1114_R1_001;I23-1328-M20;sample;Pseudomonadaceae;81,97;1886;24210
I23-1328-M21_S1130_R1_001;I23-1328-M21;sample;Xanthomonadaceae;75,15;495;4313
I23-1328-M22_S1146_R1_001;I23-1328-M22;sample;Micrococcaceae;25,88;9173;123239
I23-1328-M23_S1162_R1_001;I23-1328-M23;sample;Xanthomonadaceae;56,92;1697;15069
I23-1328-M24_S1178_R1_001;I23-1328-M24;sample;Xanthomonadaceae;78,41;6609;74614
I23-1328-N01_S811_R1_001;I23-1328-N01;sample;Microbacteriaceae;40,91;2525;24845
I23-1328-N02_S827_R1_001;I23-1328-N02;sample;Pseudomonadaceae;52,07;2971;26488
I23-1328-N03_S843_R1_001;I23-1328-N03;sample;Comamonadaceae;32,83;1447;17101
I23-1328-N04_S859_R1_001;I23-1328-N04;sample;Bacillaceae;76,81;5050;56627
I23-1328-N05_S875_R1_001;I23-1328-N05;sample;Xanthomonadaceae;11,11;9;224
I23-1328-N06_S891_R1_001;I23-1328-N06;sample;Alcaligenaceae;78,53;680;9706
I23-1328-N07_S907_R1_001;I23-1328-N07;sample;Pseudomonadaceae;57,3;2440;24268
I23-1328-N08_S923_R1_001;I23-1328-N08;sample;Micrococcaceae;17,81;73;855
I23-1328-N09_S939_R1_001;I23-1328-N09;sample;Burkholderiaceae;8,7;46;689
I23-1328-N10_S955_R1_001;I23-1328-N10;sample;Burkholderiaceae;7,69;13;163
I23-1328-N11_S971_R1_001;I23-1328-N11;sample;Hominidae;22,16;176;1469
I23-1328-N12_S987_R1_001;I23-1328-N12;sample;Pseudomonadaceae;93,9;2032;20266
I23-1328-N13_S1003_R1_001;I23-1328-N13;sample;Microbacteriaceae;32,88;5383;79690
I23-1328-N14_S1019_R1_001;I23-1328-N14;sample;Burkholderiaceae;13,73;1362;18540
I23-1328-N15_S1035_R1_001;I23-1328-N15;sample;Burkholderiaceae;67,5;80;771
I23-1328-N16_S1051_R1_001;I23-1328-N16;sample;Xanthomonadaceae;51,92;52;504
I23-1328-N17_S1067_R1_001;I23-1328-N17;sample;0;0;1;80
I23-1328-N18_S1083_R1_001;I23-1328-N18;sample;Rhodanobacteraceae;5,26;57;680
I23-1328-N19_S1099_R1_001;I23-1328-N19;sample;Comamonadaceae;33,77;7081;89615
I23-1328-N20_S1115_R1_001;I23-1328-N20;sample;Pseudomonadaceae;75,76;891;10051
I23-1328-N21_S1131_R1_001;I23-1328-N21;sample;Microbacteriaceae;71,14;6147;82547
I23-1328-N22_S1147_R1_001;I23-1328-N22;sample;Micrococcaceae;15,82;196;1912
I23-1328-N23_S1163_R1_001;I23-1328-N23;sample;Micrococcaceae;21,91;6466;79739
I23-1328-N24_S1179_R1_001;I23-1328-N24;sample;Xanthomonadaceae;55,56;18;208
I23-1328-O01_S812_R1_001;I23-1328-O01;sample;Pseudomonadaceae;91,06;7225;84619
I23-1328-O02_S828_R1_001;I23-1328-O02;sample;Alcaligenaceae;16,18;9340;116519
I23-1328-O03_S844_R1_001;I23-1328-O03;sample;Bradyrhizobiaceae;48,12;133;1227
I23-1328-O04_S860_R1_001;I23-1328-O04;sample;Xanthomonadaceae;41,11;9107;121282
I23-1328-O05_S876_R1_001;I23-1328-O05;sample;Microbacteriaceae;35,64;8117;133432
I23-1328-O06_S892_R1_001;I23-1328-O06;sample;Comamonadaceae;28,02;11560;163074
I23-1328-O07_S908_R1_001;I23-1328-O07;sample;Microbacteriaceae;21,43;84;1062
I23-1328-O08_S924_R1_001;I23-1328-O08;sample;Xanthomonadaceae;40,24;12325;155960
I23-1328-O09_S940_R1_001;I23-1328-O09;sample;Micrococcaceae;28,55;6810;90602
I23-1328-O10_S956_R1_001;I23-1328-O10;sample;Xanthomonadaceae;60,42;2936;35534
I23-1328-O11_S972_R1_001;I23-1328-O11;sample;Xanthomonadaceae;60,99;4109;38723
I23-1328-O12_S988_R1_001;I23-1328-O12;sample;Xanthomonadaceae;71,96;214;2344
I23-1328-O13_S1004_R1_001;I23-1328-O13;sample;Microbacteriaceae;26,97;1780;18911
I23-1328-O14_S1020_R1_001;I23-1328-O14;sample;Micrococcaceae;27,66;2704;28128
I23-1328-O15_S1036_R1_001;I23-1328-O15;sample;Microbacteriaceae;18,94;6409;71271
I23-1328-O16_S1052_R1_001;I23-1328-O16;sample;Xanthomonadaceae;73,76;503;4751
I23-1328-O17_S1068_R1_001;I23-1328-O17;sample;Alcaligenaceae;35,9;39;700
I23-1328-O18_S1084_R1_001;I23-1328-O18;sample;Micrococcaceae;20,64;6715;83105
I23-1328-O19_S1100_R1_001;I23-1328-O19;sample;Micrococcaceae;14,19;761;6632
I23-1328-O20_S1116_R1_001;I23-1328-O20;sample;Rhizobiaceae;23,08;390;5386
I23-1328-O21_S1132_R1_001;I23-1328-O21;sample;Microbacteriaceae;64,34;7589;92602
I23-1328-O22_S1148_R1_001;I23-1328-O22;sample;Micrococcaceae;29,74;8622;112092
I23-1328-O23_S1164_R1_001;I23-1328-O23;sample;Burkholderiaceae;15,28;3004;40903
I23-1328-O24_S1180_R1_001;I23-1328-O24;sample;Xanthomonadaceae;61;8669;110887
I23-1328-P01_S813_R1_001;I23-1328-P01;sample;Microbacteriaceae;13,55;10492;131867
I23-1328-P02_S829_R1_001;I23-1328-P02;sample;Alcaligenaceae;77,92;77;1029
I23-1328-P03_S845_R1_001;I23-1328-P03;sample;Microbacteriaceae;17,38;2296;30287
I23-1328-P04_S861_R1_001;I23-1328-P04;sample;Pseudomonadaceae;94,33;4705;57487
I23-1328-P05_S877_R1_001;I23-1328-P05;sample;Micrococcaceae;74,62;10845;151827
I23-1328-P06_S893_R1_001;I23-1328-P06;sample;Pseudomonadaceae;85,21;4795;61156
I23-1328-P07_S909_R1_001;I23-1328-P07;sample;Micrococcaceae;27,33;5881;62284
I23-1328-P08_S925_R1_001;I23-1328-P08;sample;Comamonadaceae;21,87;6572;71071
I23-1328-P09_S941_R1_001;I23-1328-P09;sample;Microbacteriaceae;82,41;6334;71864
I23-1328-P10_S957_R1_001;I23-1328-P10;sample;Pseudomonadaceae;80,14;433;4426
I23-1328-P11_S973_R1_001;I23-1328-P11;sample;Pseudomonadaceae;23,79;1770;15974
I23-1328-P12_S989_R1_001;I23-1328-P12;sample;Alcaligenaceae;19,83;121;1600
I23-1328-P13_S1005_R1_001;I23-1328-P13;sample;Microbacteriaceae;20,92;5730;87522
I23-1328-P14_S1021_R1_001;I23-1328-P14;sample;Xanthomonadaceae;63,64;11;191
I23-1328-P15_S1037_R1_001;I23-1328-P15;sample;Microbacteriaceae;20,36;7587;105643
I23-1328-P16_S1053_R1_001;I23-1328-P16;sample;Microbacteriaceae;84,19;5643;70934
I23-1328-P17_S1069_R1_001;I23-1328-P17;sample;Microbacteriaceae;18,24;5762;113355
I23-1328-P18_S1085_R1_001;I23-1328-P18;sample;Microbacteriaceae;76,12;134;1331
I23-1328-P19_S1101_R1_001;I23-1328-P19;sample;Microbacteriaceae;52,94;3827;55558
I23-1328-P20_S1117_R1_001;I23-1328-P20;sample;Microbacteriaceae;22,41;2842;40585
I23-1328-P21_S1133_R1_001;I23-1328-P21;sample;Microbacteriaceae;18,3;5551;71509
I23-1328-P22_S1149_R1_001;I23-1328-P22;sample;Sphingomonadaceae;5,9;882;8884
I23-1328-P23_S1165_R1_001;I23-1328-P23;sample;Microbacteriaceae;18,67;5389;63579
I23-1328-P24_S1181_R1_001;I23-1328-P24;sample;Burkholderiaceae;20;5;143
I23-1329-A01_S1182_R1_001;I23-1329-A01;positive;Microbacteriaceae;3,09;7306;93668
I23-1329-A02_S1198_R1_001;I23-1329-A02;negative;0;0;2;156
I23-1329-A03_S1214_R1_001;I23-1329-A03;sample;Xanthomonadaceae;42,86;287;2524
I23-1329-A04_S1230_R1_001;I23-1329-A04;sample;Pseudomonadaceae;86,4;7282;89153
I23-1329-A05_S1246_R1_001;I23-1329-A05;sample;Streptomycetaceae;48,85;2381;27064
I23-1329-A06_S1262_R1_001;I23-1329-A06;sample;Pseudomonadaceae;86,88;10248;118093
I23-1329-A07_S1278_R1_001;I23-1329-A07;sample;Xanthomonadaceae;49,43;5181;48279
I23-1329-A08_S1294_R1_001;I23-1329-A08;sample;Moraxellaceae;65,77;336;3786
I23-1329-A09_S1310_R1_001;I23-1329-A09;sample;Xanthomonadaceae;39,6;7126;82334
I23-1329-A10_S1326_R1_001;I23-1329-A10;sample;Pseudomonadaceae;82,6;2138;19931
I23-1329-A11_S1342_R1_001;I23-1329-A11;sample;Paenibacillaceae;56,3;10413;95499
I23-1329-A12_S1358_R1_001;I23-1329-A12;sample;Pseudomonadaceae;95,72;8007;97123
I23-1329-A13_S1374_R1_001;I23-1329-A13;sample;Bacillaceae;88,22;6280;66467
I23-1329-A14_S1390_R1_001;I23-1329-A14;sample;0;0;1;127
I23-1329-A15_S1406_R1_001;I23-1329-A15;sample;Oxalobacteraceae;16,56;803;7817
I23-1329-A16_S1422_R1_001;I23-1329-A16;sample;Nocardiaceae;13,92;5725;63812
I23-1329-A17_S1438_R1_001;I23-1329-A17;sample;Hominidae;18,75;16;281
I23-1329-A18_S1454_R1_001;I23-1329-A18;sample;Pseudomonadaceae;50;2;97
I23-1329-A19_S1470_R1_001;I23-1329-A19;sample;Micrococcaceae;19,77;10656;113341
I23-1329-A20_S1486_R1_001;I23-1329-A20;sample;Intrasporangiaceae;5,53;7268;93860
I23-1329-A21_S1502_R1_001;I23-1329-A21;sample;Bacillaceae;86,67;8733;112485
I23-1329-A22_S1518_R1_001;I23-1329-A22;sample;Paenibacillaceae;95,88;8782;109550
I23-1329-A23_S1534_R1_001;I23-1329-A23;sample;Moraxellaceae;80,86;5367;61448
I23-1329-A24_S1550_R1_001;I23-1329-A24;sample;Micrococcaceae;84,29;5926;70553
I23-1329-B01_S1183_R1_001;I23-1329-B01;postive;Hominidae;2,87;7220;97704
I23-1329-B02_S1199_R1_001;I23-1329-B02;negative ;Pseudomonadaceae;20;5;135
I23-1329-B03_S1215_R1_001;I23-1329-B03;sample;Micrococcaceae;35;140;1622
I23-1329-B04_S1231_R1_001;I23-1329-B04;sample;Enterobacteriaceae;66,27;1189;14449
I23-1329-B05_S1247_R1_001;I23-1329-B05;sample;Cellulomonadaceae;20,73;381;4597
I23-1329-B06_S1263_R1_001;I23-1329-B06;sample;Micrococcaceae;4,9;102;901
I23-1329-B07_S1279_R1_001;I23-1329-B07;sample;Microbacteriaceae;30,7;1267;12215
I23-1329-B08_S1295_R1_001;I23-1329-B08;sample;Enterobacteriaceae;88,57;315;3556
I23-1329-B09_S1311_R1_001;I23-1329-B09;sample;Microbacteriaceae;33,31;2405;26990
I23-1329-B10_S1327_R1_001;I23-1329-B10;sample;Paenibacillaceae;2,95;3699;46049
I23-1329-B11_S1343_R1_001;I23-1329-B11;sample;Paenibacillaceae;2,94;3134;30493
I23-1329-B12_S1359_R1_001;I23-1329-B12;sample;Bacillaceae;4,55;22;337
I23-1329-B13_S1375_R1_001;I23-1329-B13;sample;Microbacteriaceae;15,52;232;2392
I23-1329-B14_S1391_R1_001;I23-1329-B14;sample;Xanthomonadaceae;58,46;65;617
I23-1329-B15_S1407_R1_001;I23-1329-B15;sample;Microbacteriaceae;14,51;1247;11158
I23-1329-B16_S1423_R1_001;I23-1329-B16;sample;Micrococcaceae;23,2;2147;22766
I23-1329-B17_S1439_R1_001;I23-1329-B17;sample;Microbacteriaceae;84,39;4689;100422
I23-1329-B18_S1455_R1_001;I23-1329-B18;sample;Bacillaceae;93,19;8486;105941
I23-1329-B19_S1471_R1_001;I23-1329-B19;sample;Streptomycetaceae;82,7;2769;21156
I23-1329-B20_S1487_R1_001;I23-1329-B20;sample;Bacillaceae;49,51;1731;20359
I23-1329-B21_S1503_R1_001;I23-1329-B21;sample;Pseudomonadaceae;84,69;6024;93446
I23-1329-B22_S1519_R1_001;I23-1329-B22;sample;Micrococcaceae;26,03;1068;9914
I23-1329-B23_S1535_R1_001;I23-1329-B23;sample;Microbacteriaceae;19,78;4832;63885
I23-1329-B24_S1551_R1_001;I23-1329-B24;sample;Microbacteriaceae;9,62;426;4995
I23-1329-C01_S1184_R1_001;I23-1329-C01;sample;Comamonadaceae;46,04;5487;61339
I23-1329-C02_S1200_R1_001;I23-1329-C02;sample;Micrococcaceae;17,89;341;3989
I23-1329-C03_S1216_R1_001;I23-1329-C03;sample;Pseudomonadaceae;85,71;1043;10127
I23-1329-C04_S1232_R1_001;I23-1329-C04;sample;Xanthomonadaceae;87,29;5624;79772
I23-1329-C05_S1248_R1_001;I23-1329-C05;sample;Pseudomonadaceae;91,65;3211;37328
I23-1329-C06_S1264_R1_001;I23-1329-C06;sample;Xanthomonadaceae;59,11;291;3323
I23-1329-C07_S1280_R1_001;I23-1329-C07;sample;Pseudomonadaceae;82,61;7027;80528
I23-1329-C08_S1296_R1_001;I23-1329-C08;sample;Xanthomonadaceae;70,68;382;3391
I23-1329-C09_S1312_R1_001;I23-1329-C09;sample;Pseudomonadaceae;92,1;2038;23435
I23-1329-C10_S1328_R1_001;I23-1329-C10;sample;Xanthomonadaceae;89,21;1223;13441
I23-1329-C11_S1344_R1_001;I23-1329-C11;sample;Pseudomonadaceae;46,68;1791;18247
I23-1329-C12_S1360_R1_001;I23-1329-C12;sample;Xanthomonadaceae;84,9;5107;64835
I23-1329-C13_S1376_R1_001;I23-1329-C13;sample;Pseudomonadaceae;90,73;3528;42810
I23-1329-C14_S1392_R1_001;I23-1329-C14;sample;Xanthomonadaceae;51,41;6682;84530
I23-1329-C15_S1408_R1_001;I23-1329-C15;sample;Pseudomonadaceae;89,72;1946;19787
I23-1329-C16_S1424_R1_001;I23-1329-C16;sample;Xanthomonadaceae;78,1;790;8702
I23-1329-C17_S1440_R1_001;I23-1329-C17;sample;Rhodanobacteraceae;12,37;7532;141534
I23-1329-C18_S1456_R1_001;I23-1329-C18;sample;Xanthomonadaceae;86,6;6320;95992
I23-1329-C19_S1472_R1_001;I23-1329-C19;sample;Pseudomonadaceae;87,11;2381;23436
I23-1329-C20_S1488_R1_001;I23-1329-C20;sample;Xanthomonadaceae;91,5;4437;64107
I23-1329-C21_S1504_R1_001;I23-1329-C21;sample;Pseudomonadaceae;88,76;1032;10508
I23-1329-C22_S1520_R1_001;I23-1329-C22;sample;Pseudomonadaceae;96,5;5260;70809
I23-1329-C23_S1536_R1_001;I23-1329-C23;sample;Flavobacteriaceae;14,94;87;1545
I23-1329-C24_S1552_R1_001;I23-1329-C24;sample;Micrococcaceae;72,31;390;4453
I23-1329-D01_S1185_R1_001;I23-1329-D01;sample;Microbacteriaceae;63,96;10648;139721
I23-1329-D02_S1201_R1_001;I23-1329-D02;sample;Weeksellaceae;44;50;658
I23-1329-D03_S1217_R1_001;I23-1329-D03;sample;Weeksellaceae;42,86;28;313
I23-1329-D04_S1233_R1_001;I23-1329-D04;sample;Bacillaceae;77,88;2816;34995
I23-1329-D05_S1249_R1_001;I23-1329-D05;sample;Xanthomonadaceae;46,07;267;2389
I23-1329-D06_S1265_R1_001;I23-1329-D06;sample;Bacillaceae;80,17;5644;66909
I23-1329-D07_S1281_R1_001;I23-1329-D07;sample;Weeksellaceae;54,66;386;4981
I23-1329-D08_S1297_R1_001;I23-1329-D08;sample;Xanthomonadaceae;51,43;105;942
I23-1329-D09_S1313_R1_001;I23-1329-D09;sample;Weeksellaceae;46,51;86;1153
I23-1329-D10_S1329_R1_001;I23-1329-D10;sample;Pseudomonadaceae;91,61;4245;52017
I23-1329-D11_S1345_R1_001;I23-1329-D11;sample;Pseudomonadaceae;89,09;3814;36765
I23-1329-D12_S1361_R1_001;I23-1329-D12;sample;Pseudomonadaceae;73,14;685;7117
I23-1329-D13_S1377_R1_001;I23-1329-D13;sample;Weeksellaceae;42,42;99;1154
I23-1329-D14_S1393_R1_001;I23-1329-D14;sample;Pseudomonadaceae;59,22;206;1910
I23-1329-D15_S1409_R1_001;I23-1329-D15;sample;Weeksellaceae;43,55;62;693
I23-1329-D16_S1425_R1_001;I23-1329-D16;sample;Bacillaceae;55,89;5715;70056
I23-1329-D17_S1441_R1_001;I23-1329-D17;sample;Weeksellaceae;37,5;24;424
I23-1329-D18_S1457_R1_001;I23-1329-D18;sample;Xanthomonadaceae;80,66;4903;55629
I23-1329-D19_S1473_R1_001;I23-1329-D19;sample;Weeksellaceae;41,79;67;743
I23-1329-D20_S1489_R1_001;I23-1329-D20;sample;Bacillaceae;38,68;1709;24110
I23-1329-D21_S1505_R1_001;I23-1329-D21;sample;Weeksellaceae;48,72;39;654
I23-1329-D22_S1521_R1_001;I23-1329-D22;sample;Xanthomonadaceae;69,43;1740;17211
I23-1329-D23_S1537_R1_001;I23-1329-D23;sample;Weeksellaceae;41,09;129;1781
I23-1329-D24_S1553_R1_001;I23-1329-D24;sample;Xanthomonadaceae;78,07;3224;34188
I23-1329-E01_S1186_R1_001;I23-1329-E01;sample;Hominidae;13,64;22;459
