well;ID;sample;dominant_family;percentage;reads_spikein;reads
I23-1329-E02_S1202_R1_001;I23-1329-E02;sample;Pseudomonadaceae;96,74;8031;106933
I23-1329-E03_S1218_R1_001;I23-1329-E03;sample;Pseudomonadaceae;76,11;6483;73101
I23-1329-E04_S1234_R1_001;I23-1329-E04;sample;Micrococcaceae;25,2;4484;58021
I23-1329-E05_S1250_R1_001;I23-1329-E05;sample;Pseudomonadaceae;50;132;1245
I23-1329-E06_S1266_R1_001;I23-1329-E06;sample;Pseudomonadaceae;96,8;7253;103617
I23-1329-E07_S1282_R1_001;I23-1329-E07;sample;Comamonadaceae;18,89;8355;105929
I23-1329-E08_S1298_R1_001;I23-1329-E08;sample;Pseudomonadaceae;50;2;172
I23-1329-E09_S1314_R1_001;I23-1329-E09;sample;Bacillaceae;73,48;3314;67395
I23-1329-E10_S1330_R1_001;I23-1329-E10;sample;Pseudomonadaceae;83,39;307;2950
I23-1329-E11_S1346_R1_001;I23-1329-E11;sample;Pseudomonadaceae;86,47;2543;26168
I23-1329-E12_S1362_R1_001;I23-1329-E12;sample;Pseudomonadaceae;95,28;8114;97962
I23-1329-E13_S1378_R1_001;I23-1329-E13;sample;Xanthomonadaceae;80;20;436
I23-1329-E14_S1394_R1_001;I23-1329-E14;sample;Comamonadaceae;16,69;7033;98642
I23-1329-E15_S1410_R1_001;I23-1329-E15;sample;Xanthomonadaceae;71,05;38;404
I23-1329-E16_S1426_R1_001;I23-1329-E16;sample;Pseudomonadaceae;96,15;9568;114644
I23-1329-E17_S1442_R1_001;I23-1329-E17;sample;Xanthomonadaceae;66,1;59;921
I23-1329-E18_S1458_R1_001;I23-1329-E18;sample;Micrococcaceae;19,72;355;4687
I23-1329-E19_S1474_R1_001;I23-1329-E19;sample;Xanthomonadaceae;52,27;44;512
I23-1329-E20_S1490_R1_001;I23-1329-E20;sample;Pseudomonadaceae;96,38;8956;132228
I23-1329-E21_S1506_R1_001;I23-1329-E21;sample;Microbacteriaceae;27,08;5258;64329
I23-1329-E22_S1522_R1_001;I23-1329-E22;sample;Micrococcaceae;30,26;347;4242
I23-1329-E23_S1538_R1_001;I23-1329-E23;sample;Xanthomonadaceae;72,73;11;325
I23-1329-E24_S1554_R1_001;I23-1329-E24;sample;Micrococcaceae;83,1;4360;46301
I23-1329-F01_S1187_R1_001;I23-1329-F01;sample;Weeksellaceae;38,03;213;2905
I23-1329-F02_S1203_R1_001;I23-1329-F02;sample;Weeksellaceae;59,65;57;588
I23-1329-F03_S1219_R1_001;I23-1329-F03;sample;Micrococcaceae;29,22;5342;67328
I23-1329-F04_S1235_R1_001;I23-1329-F04;sample;Weeksellaceae;63,64;33;568
I23-1329-F05_S1251_R1_001;I23-1329-F05;sample;Bacillaceae;50,74;337;3622
I23-1329-F06_S1267_R1_001;I23-1329-F06;sample;Xanthomonadaceae;34,29;140;1612
I23-1329-F07_S1283_R1_001;I23-1329-F07;sample;Bacillaceae;90;7253;102738
I23-1329-F08_S1299_R1_001;I23-1329-F08;sample;Weeksellaceae;82,22;135;1480
I23-1329-F09_S1315_R1_001;I23-1329-F09;sample;Microbacteriaceae;32,92;726;6923
I23-1329-F10_S1331_R1_001;I23-1329-F10;sample;Xanthomonadaceae;79,92;2824;30661
I23-1329-F11_S1347_R1_001;I23-1329-F11;sample;Xanthomonadaceae;18,2;10477;105094
I23-1329-F12_S1363_R1_001;I23-1329-F12;sample;Xanthomonadaceae;80,66;5485;60125
I23-1329-F13_S1379_R1_001;I23-1329-F13;sample;Micrococcaceae;20,03;7914;114675
I23-1329-F14_S1395_R1_001;I23-1329-F14;sample;Xanthomonadaceae;68,12;5627;67529
I23-1329-F15_S1411_R1_001;I23-1329-F15;sample;Microbacteriaceae;19,28;6654;85725
I23-1329-F16_S1427_R1_001;I23-1329-F16;sample;Xanthomonadaceae;67,72;4603;45214
I23-1329-F17_S1443_R1_001;I23-1329-F17;sample;Microbacteriaceae;19,86;6249;137159
I23-1329-F18_S1459_R1_001;I23-1329-F18;sample;Xanthomonadaceae;72,08;6229;66923
I23-1329-F19_S1475_R1_001;I23-1329-F19;sample;Microbacteriaceae;62,84;7093;87851
I23-1329-F20_S1491_R1_001;I23-1329-F20;sample;Bacillaceae;83,79;4239;60126
I23-1329-F21_S1507_R1_001;I23-1329-F21;sample;Micrococcaceae;14,94;7013;98016
I23-1329-F22_S1523_R1_001;I23-1329-F22;sample;Paenibacillaceae;49,67;5218;66898
I23-1329-F23_S1539_R1_001;I23-1329-F23;sample;Microbacteriaceae;24,23;1329;14072
I23-1329-F24_S1555_R1_001;I23-1329-F24;sample;Xanthomonadaceae;65,69;2285;22285
I23-1329-G01_S1188_R1_001;I23-1329-G01;sample;Microbacteriaceae;21,45;8721;99881
I23-1329-G02_S1204_R1_001;I23-1329-G02;sample;Micrococcaceae;17,86;4603;39698
I23-1329-G03_S1220_R1_001;I23-1329-G03;sample;Streptomycetaceae;50,95;473;4684
I23-1329-G04_S1236_R1_001;I23-1329-G04;sample;Pseudomonadaceae;95,99;5213;71674
I23-1329-G05_S1252_R1_001;I23-1329-G05;sample;Microbacteriaceae;46,23;2159;36717
I23-1329-G06_S1268_R1_001;I23-1329-G06;sample;Bacillaceae;25;8;209
I23-1329-G07_S1284_R1_001;I23-1329-G07;sample;Comamonadaceae;11,22;6308;81752
I23-1329-G08_S1300_R1_001;I23-1329-G08;sample;Streptomycetaceae;32,41;2669;40759
I23-1329-G09_S1316_R1_001;I23-1329-G09;sample;Microbacteriaceae;48,01;4191;70703
I23-1329-G10_S1332_R1_001;I23-1329-G10;sample;Pseudomonadaceae;96,2;3579;44793
I23-1329-G11_S1348_R1_001;I23-1329-G11;sample;Microbacteriaceae;32,77;9179;106938
I23-1329-G12_S1364_R1_001;I23-1329-G12;sample;Pseudomonadaceae;95,87;9384;130045
I23-1329-G13_S1380_R1_001;I23-1329-G13;sample;Burkholderiaceae;50,36;274;3200
I23-1329-G14_S1396_R1_001;I23-1329-G14;sample;Caulobacteraceae;14,03;221;3033
I23-1329-G15_S1412_R1_001;I23-1329-G15;sample;Pseudomonadaceae;47,75;754;7468
I23-1329-G16_S1428_R1_001;I23-1329-G16;sample;Pseudomonadaceae;44,44;5095;70096
I23-1329-G17_S1444_R1_001;I23-1329-G17;sample;Xanthomonadaceae;55,68;2606;47675
I23-1329-G18_S1460_R1_001;I23-1329-G18;sample;Pseudomonadaceae;100;7;194
I23-1329-G19_S1476_R1_001;I23-1329-G19;sample;Xanthomonadaceae;34,34;399;3692
I23-1329-G20_S1492_R1_001;I23-1329-G20;sample;Pseudomonadaceae;52,52;794;14746
I23-1329-G21_S1508_R1_001;I23-1329-G21;sample;Xanthomonadaceae;47,06;3693;42941
I23-1329-G22_S1524_R1_001;I23-1329-G22;sample;Xanthomonadaceae;82,42;3236;47096
I23-1329-G23_S1540_R1_001;I23-1329-G23;sample;Pseudomonadaceae;60,9;6228;80288
I23-1329-G24_S1556_R1_001;I23-1329-G24;sample;Pseudomonadaceae;95,73;5151;69331
I23-1329-H01_S1189_R1_001;I23-1329-H01;sample;Micrococcaceae;28,97;8038;109467
I23-1329-H02_S1205_R1_001;I23-1329-H02;sample;Bacillaceae;35,84;7664;107360
I23-1329-H03_S1221_R1_001;I23-1329-H03;sample;Microbacteriaceae;21,83;5593;87051
I23-1329-H04_S1237_R1_001;I23-1329-H04;sample;Bacillaceae;79,77;3860;51776
I23-1329-H05_S1253_R1_001;I23-1329-H05;sample;Rhizobiaceae;23,87;5751;84011
I23-1329-H06_S1269_R1_001;I23-1329-H06;sample;Micrococcaceae;4,91;2932;29034
I23-1329-H07_S1285_R1_001;I23-1329-H07;sample;Rhizobiaceae;46,64;4687;69508
I23-1329-H08_S1301_R1_001;I23-1329-H08;sample;Xanthomonadaceae;64,47;3428;35981
I23-1329-H09_S1317_R1_001;I23-1329-H09;sample;Rhizobiaceae;70,62;12204;200196
I23-1329-H10_S1333_R1_001;I23-1329-H10;sample;Xanthomonadaceae;65,8;1649;15869
I23-1329-H11_S1349_R1_001;I23-1329-H11;sample;Microbacteriaceae;25,33;9251;102735
I23-1329-H12_S1365_R1_001;I23-1329-H12;sample;Xanthomonadaceae;75,95;3065;31090
I23-1329-H13_S1381_R1_001;I23-1329-H13;sample;Rhizobiaceae;30,69;202;2897
I23-1329-H14_S1397_R1_001;I23-1329-H14;sample;Weeksellaceae;42,17;83;892
I23-1329-H15_S1413_R1_001;I23-1329-H15;sample;Alcaligenaceae;71,39;6844;103441
I23-1329-H16_S1429_R1_001;I23-1329-H16;sample;Micrococcaceae;5;4740;55931
I23-1329-H17_S1445_R1_001;I23-1329-H17;sample;Alcaligenaceae;89,37;4496;103020
I23-1329-H18_S1461_R1_001;I23-1329-H18;sample;Enterobacteriaceae;89,31;5096;62568
I23-1329-H19_S1477_R1_001;I23-1329-H19;sample;Microbacteriaceae;83,49;8383;120613
I23-1329-H20_S1493_R1_001;I23-1329-H20;sample;Corynebacteriaceae;18,18;11;351
I23-1329-H21_S1509_R1_001;I23-1329-H21;sample;Pseudomonadaceae;64,45;4476;80509
I23-1329-H22_S1525_R1_001;I23-1329-H22;sample;Paenibacillaceae;9,55;3267;41063
I23-1329-H23_S1541_R1_001;I23-1329-H23;sample;Microbacteriaceae;20;10;271
I23-1329-H24_S1557_R1_001;I23-1329-H24;sample;Bacillaceae;37,52;2748;38139
I23-1329-I01_S1190_R1_001;I23-1329-I01;sample;Xanthomonadaceae;43,04;4468;63281
I23-1329-I02_S1206_R1_001;I23-1329-I02;sample;Pseudomonadaceae;96,57;8446;130741
I23-1329-I03_S1222_R1_001;I23-1329-I03;sample;Pseudomonadaceae;56,45;5945;80466
I23-1329-I04_S1238_R1_001;I23-1329-I04;sample;Comamonadaceae;8,5;4576;65667
I23-1329-I05_S1254_R1_001;I23-1329-I05;sample;Xanthomonadaceae;37,52;4645;57824
I23-1329-I06_S1270_R1_001;I23-1329-I06;sample;Pseudomonadaceae;65,96;2891;37895
I23-1329-I07_S1286_R1_001;I23-1329-I07;sample;Pseudomonadaceae;63,79;7039;99449
I23-1329-I08_S1302_R1_001;I23-1329-I08;sample;Pseudomonadaceae;95,73;7713;116428
I23-1329-I09_S1318_R1_001;I23-1329-I09;sample;Alcaligenaceae;34,23;1563;24327
I23-1329-I10_S1334_R1_001;I23-1329-I10;sample;Pseudomonadaceae;95,32;3762;55368
I23-1329-I11_S1350_R1_001;I23-1329-I11;sample;Pseudomonadaceae;67,46;4232;49193
I23-1329-I12_S1366_R1_001;I23-1329-I12;sample;Pseudomonadaceae;74,81;8232;134584
I23-1329-I13_S1382_R1_001;I23-1329-I13;sample;Pseudomonadaceae;88,43;4243;94154
I23-1329-I14_S1398_R1_001;I23-1329-I14;sample;Pseudomonadaceae;96,11;9389;159547
I23-1329-I15_S1414_R1_001;I23-1329-I15;sample;Pseudomonadaceae;42,53;743;8435
I23-1329-I16_S1430_R1_001;I23-1329-I16;sample;Micrococcaceae;29,41;7610;119632
I23-1329-I17_S1446_R1_001;I23-1329-I17;sample;Pseudomonadaceae;46,31;4979;113133
I23-1329-I18_S1462_R1_001;I23-1329-I18;sample;Pseudomonadaceae;86,86;388;4398
I23-1329-I19_S1478_R1_001;I23-1329-I19;sample;Micrococcaceae;77,97;958;10946
I23-1329-I20_S1494_R1_001;I23-1329-I20;sample;Intrasporangiaceae;4,53;4550;89941
I23-1329-I21_S1510_R1_001;I23-1329-I21;sample;Burkholderiaceae;58,7;46;869
I23-1329-I22_S1526_R1_001;I23-1329-I22;sample;Micrococcaceae;16,86;5314;83045
I23-1329-I23_S1542_R1_001;I23-1329-I23;sample;Streptomycetaceae;50,68;1395;19192
I23-1329-I24_S1558_R1_001;I23-1329-I24;sample;Pseudomonadaceae;68,18;176;2354
I23-1329-J01_S1191_R1_001;I23-1329-J01;sample;Microbacteriaceae;81,38;7083;68513
I23-1329-J02_S1207_R1_001;I23-1329-J02;sample;Paenibacillaceae;7,22;7918;98765
I23-1329-J03_S1223_R1_001;I23-1329-J03;sample;Xanthomonadaceae;62,85;1066;10807
I23-1329-J04_S1239_R1_001;I23-1329-J04;sample;Micrococcaceae;31,42;3440;58998
I23-1329-J05_S1255_R1_001;I23-1329-J05;sample;Microbacteriaceae;22,48;7891;120432
I23-1329-J06_S1271_R1_001;I23-1329-J06;sample;Micrococcaceae;4,04;1387;14425
I23-1329-J07_S1287_R1_001;I23-1329-J07;sample;Microbacteriaceae;80,32;3668;33977
I23-1329-J08_S1303_R1_001;I23-1329-J08;sample;Bacillaceae;79,03;8463;126999
I23-1329-J09_S1319_R1_001;I23-1329-J09;sample;Microbacteriaceae;15,61;10479;161685
I23-1329-J10_S1335_R1_001;I23-1329-J10;sample;Bacillaceae;78,39;3697;56115
I23-1329-J11_S1351_R1_001;I23-1329-J11;sample;Pseudomonadaceae;23,32;10044;109475
I23-1329-J12_S1367_R1_001;I23-1329-J12;sample;Xanthomonadaceae;69,35;8321;111741
I23-1329-J13_S1383_R1_001;I23-1329-J13;sample;Micrococcaceae;36,23;10413;173121
I23-1329-J14_S1399_R1_001;I23-1329-J14;sample;Micrococcaceae;41,12;1002;10842
I23-1329-J15_S1415_R1_001;I23-1329-J15;sample;Microbacteriaceae;15,42;7304;93209
I23-1329-J16_S1431_R1_001;I23-1329-J16;sample;Boseaceae;19,68;376;4955
I23-1329-J17_S1447_R1_001;I23-1329-J17;sample;Micrococcaceae;82,01;556;8695
I23-1329-J18_S1463_R1_001;I23-1329-J18;sample;Sphingomonadaceae;7,09;1551;14412
I23-1329-J19_S1479_R1_001;I23-1329-J19;sample;Microbacteriaceae;77,42;6542;75452
I23-1329-J20_S1495_R1_001;I23-1329-J20;sample;Paenibacillaceae;9,5;2326;29158
I23-1329-J21_S1511_R1_001;I23-1329-J21;sample;Hominidae;9,09;11;368
I23-1329-J22_S1527_R1_001;I23-1329-J22;sample;Micrococcaceae;42,13;2687;27727
I23-1329-J23_S1543_R1_001;I23-1329-J23;sample;Microbacteriaceae;60,06;3195;34619
I23-1329-J24_S1559_R1_001;I23-1329-J24;sample;Xanthomonadaceae;66,02;3264;39942
I23-1329-K01_S1192_R1_001;I23-1329-K01;sample;Micrococcaceae;27,43;5483;74732
I23-1329-K02_S1208_R1_001;I23-1329-K02;sample;Xanthomonadaceae;13,51;37;444
I23-1329-K03_S1224_R1_001;I23-1329-K03;sample;Microbacteriaceae;71,22;6585;78725
I23-1329-K04_S1240_R1_001;I23-1329-K04;sample;Rhizobiaceae;30,09;1017;14594
I23-1329-K05_S1256_R1_001;I23-1329-K05;sample;Microbacteriaceae;78,14;4195;50377
I23-1329-K06_S1272_R1_001;I23-1329-K06;sample;Micrococcaceae;16,64;3312;32223
I23-1329-K07_S1288_R1_001;I23-1329-K07;sample;Xanthomonadaceae;41,86;344;3247
I23-1329-K08_S1304_R1_001;I23-1329-K08;sample;Bacillaceae;73,7;3890;77624
I23-1329-K09_S1320_R1_001;I23-1329-K09;sample;Pseudomonadaceae;56,42;3908;55449
I23-1329-K10_S1336_R1_001;I23-1329-K10;sample;Bacillaceae;91,56;1564;24126
I23-1329-K11_S1352_R1_001;I23-1329-K11;sample;Microbacteriaceae;14,78;6998;74158
I23-1329-K12_S1368_R1_001;I23-1329-K12;sample;Bacillaceae;8,7;2632;47007
I23-1329-K13_S1384_R1_001;I23-1329-K13;sample;Xanthomonadaceae;87,3;6442;99996
I23-1329-K14_S1400_R1_001;I23-1329-K14;sample;Bacillaceae;65,53;1001;15231
I23-1329-K15_S1416_R1_001;I23-1329-K15;sample;Xanthomonadaceae;88,56;6984;100283
I23-1329-K16_S1432_R1_001;I23-1329-K16;sample;Bacillaceae;78,78;5508;67339
I23-1329-K17_S1448_R1_001;I23-1329-K17;sample;Streptomycetaceae;36,28;1130;21266
I23-1329-K18_S1464_R1_001;I23-1329-K18;sample;Hominidae;29,56;318;2742
I23-1329-K19_S1480_R1_001;I23-1329-K19;sample;Streptomycetaceae;31,91;445;4161
I23-1329-K20_S1496_R1_001;I23-1329-K20;sample;Pseudomonadaceae;51,06;987;9370
I23-1329-K21_S1512_R1_001;I23-1329-K21;sample;Micrococcaceae;34,54;3251;30461
I23-1329-K22_S1528_R1_001;I23-1329-K22;sample;Intrasporangiaceae;2,13;5826;83550
I23-1329-K23_S1544_R1_001;I23-1329-K23;sample;Xanthomonadaceae;41,29;5307;76399
I23-1329-K24_S1560_R1_001;I23-1329-K24;sample;Boseaceae;9,26;54;608
I23-1329-L01_S1193_R1_001;I23-1329-L01;sample;Micrococcaceae;15,42;1310;12178
I23-1329-L02_S1209_R1_001;I23-1329-L02;sample;Alcaligenaceae;60,47;43;540
I23-1329-L03_S1225_R1_001;I23-1329-L03;sample;Micrococcaceae;82,69;4460;45081
I23-1329-L04_S1241_R1_001;I23-1329-L04;sample;Micrococcaceae;4,77;1824;24691
I23-1329-L05_S1257_R1_001;I23-1329-L05;sample;Microbacteriaceae;70,33;5072;71859
I23-1329-L06_S1273_R1_001;I23-1329-L06;sample;Micrococcaceae;41,03;312;4399
I23-1329-L07_S1289_R1_001;I23-1329-L07;sample;Boseaceae;22,87;223;2532
I23-1329-L08_S1305_R1_001;I23-1329-L08;sample;Rhizobiaceae;61,76;34;517
I23-1329-L09_S1321_R1_001;I23-1329-L09;sample;Micrococcaceae;16,29;1878;19395
I23-1329-L10_S1337_R1_001;I23-1329-L10;sample;Rhizobiaceae;66,67;33;263
I23-1329-L11_S1353_R1_001;I23-1329-L11;sample;Rhizobiaceae;26,47;34;467
I23-1329-L12_S1369_R1_001;I23-1329-L12;sample;Alcaligenaceae;31,01;5318;83492
I23-1329-L13_S1385_R1_001;I23-1329-L13;sample;Microbacteriaceae;70,9;4313;52411
I23-1329-L14_S1401_R1_001;I23-1329-L14;sample;Xanthomonadaceae;69,98;5060;70506
I23-1329-L15_S1417_R1_001;I23-1329-L15;sample;Micrococcaceae;69,17;266;2912
I23-1329-L16_S1433_R1_001;I23-1329-L16;sample;Hominidae;7,59;672;7331
I23-1329-L17_S1449_R1_001;I23-1329-L17;sample;Hominidae;69,44;72;1110
I23-1329-L18_S1465_R1_001;I23-1329-L18;sample;Micrococcaceae;5,66;265;3818
I23-1329-L19_S1481_R1_001;I23-1329-L19;sample;Micrococcaceae;80,56;3770;38096
I23-1329-L20_S1497_R1_001;I23-1329-L20;sample;Xanthomonadaceae;44,23;52;599
I23-1329-L21_S1513_R1_001;I23-1329-L21;sample;Microbacteriaceae;69,21;4017;43450
I23-1329-L22_S1529_R1_001;I23-1329-L22;sample;Alcaligenaceae;71,45;1317;12610
I23-1329-L23_S1545_R1_001;I23-1329-L23;sample;Micrococcaceae;39,15;189;2081
I23-1329-L24_S1561_R1_001;I23-1329-L24;sample;Micrococcaceae;29,61;152;1926
I23-1329-M01_S1194_R1_001;I23-1329-M01;sample;Pseudomonadaceae;63;6827;84205
I23-1329-M02_S1210_R1_001;I23-1329-M02;sample;Micrococcaceae;25,1;4944;47563
I23-1329-M03_S1226_R1_001;I23-1329-M03;sample;Xanthomonadaceae;25,81;31;491
I23-1329-M04_S1242_R1_001;I23-1329-M04;sample;Bacillaceae;13,31;2412;26324
I23-1329-M05_S1258_R1_001;I23-1329-M05;sample;Micrococcaceae;58,12;7653;111528
I23-1329-M06_S1274_R1_001;I23-1329-M06;sample;Pseudomonadaceae;71,65;261;2001
I23-1329-M07_S1290_R1_001;I23-1329-M07;sample;Pseudomonadaceae;61,36;5518;64607
I23-1329-M08_S1306_R1_001;I23-1329-M08;sample;Bacillaceae;10,54;4185;54222
I23-1329-M09_S1322_R1_001;I23-1329-M09;sample;Xanthomonadaceae;45,31;629;6609
I23-1329-M10_S1338_R1_001;I23-1329-M10;sample;Bacillaceae;91,21;2809;37727
I23-1329-M11_S1354_R1_001;I23-1329-M11;sample;Bacillaceae;34,48;5249;58495
I23-1329-M12_S1370_R1_001;I23-1329-M12;sample;Xanthomonadaceae;74,63;2022;20551
I23-1329-M13_S1386_R1_001;I23-1329-M13;sample;Pseudomonadaceae;60,56;6258;95073
I23-1329-M14_S1402_R1_001;I23-1329-M14;sample;Sphingobacteriaceae;4,12;97;1109
I23-1329-M15_S1418_R1_001;I23-1329-M15;sample;Micrococcaceae;20,69;58;735
I23-1329-M16_S1434_R1_001;I23-1329-M16;sample;Microbacteriaceae;14,9;4269;43354
I23-1329-M17_S1450_R1_001;I23-1329-M17;sample;Pseudomonadaceae;95,93;8454;175956
I23-1329-M18_S1466_R1_001;I23-1329-M18;sample;Hominidae;23,01;113;1459
I23-1329-M19_S1482_R1_001;I23-1329-M19;sample;Microbacteriaceae;68,84;8398;102539
I23-1329-M20_S1498_R1_001;I23-1329-M20;sample;0;0;0;165
I23-1329-M21_S1514_R1_001;I23-1329-M21;sample;Pseudomonadaceae;96,36;6722;92951
I23-1329-M22_S1530_R1_001;I23-1329-M22;sample;Hominidae;40;5;225
I23-1329-M23_S1546_R1_001;I23-1329-M23;sample;Pseudomonadaceae;96,23;6766;91869
I23-1329-M24_S1562_R1_001;I23-1329-M24;sample;Bacillaceae;12,43;4837;57623
I23-1329-N01_S1195_R1_001;I23-1329-N01;sample;Pseudomonadaceae;50,17;4774;55523
I23-1329-N02_S1211_R1_001;I23-1329-N02;sample;Hominidae;14,29;14;249
I23-1329-N03_S1227_R1_001;I23-1329-N03;sample;Burkholderiaceae;25;4;168
I23-1329-N04_S1243_R1_001;I23-1329-N04;sample;Bacillaceae;30,08;4634;65624
I23-1329-N05_S1259_R1_001;I23-1329-N05;sample;Microbacteriaceae;72,68;7624;109669
I23-1329-N06_S1275_R1_001;I23-1329-N06;sample;Flavobacteriaceae;19,55;1432;26869
I23-1329-N07_S1291_R1_001;I23-1329-N07;sample;Hominidae;12,5;8;175
I23-1329-N08_S1307_R1_001;I23-1329-N08;sample;Micrococcaceae;8,33;84;540
I23-1329-N09_S1323_R1_001;I23-1329-N09;sample;Pseudomonadaceae;62,47;4141;53437
I23-1329-N10_S1339_R1_001;I23-1329-N10;sample;Xanthomonadaceae;68,65;2466;27949
I23-1329-N11_S1355_R1_001;I23-1329-N11;sample;Bacillaceae;62,49;6921;75826
I23-1329-N12_S1371_R1_001;I23-1329-N12;sample;Micrococcaceae;73,42;1095;10592
I23-1329-N13_S1387_R1_001;I23-1329-N13;sample;Microbacteriaceae;68,54;7110;101966
I23-1329-N14_S1403_R1_001;I23-1329-N14;sample;Pseudomonadaceae;77,41;5180;69857
I23-1329-N15_S1419_R1_001;I23-1329-N15;sample;Streptomycetaceae;78,35;448;4135
I23-1329-N16_S1435_R1_001;I23-1329-N16;sample;Pseudomonadaceae;74,73;554;5414
I23-1329-N17_S1451_R1_001;I23-1329-N17;sample;Pseudomonadaceae;63,5;2762;69096
I23-1329-N18_S1467_R1_001;I23-1329-N18;sample;Xanthomonadaceae;72,81;6569;77371
I23-1329-N19_S1483_R1_001;I23-1329-N19;sample;Microbacteriaceae;73,22;1180;16217
I23-1329-N20_S1499_R1_001;I23-1329-N20;sample;0;0;0;113
I23-1329-N21_S1515_R1_001;I23-1329-N21;sample;Bacillaceae;76,5;6872;83557
I23-1329-N22_S1531_R1_001;I23-1329-N22;sample;Xanthomonadaceae;62,83;4108;50292
I23-1329-N23_S1547_R1_001;I23-1329-N23;sample;Bacillaceae;92,27;4036;51044
I23-1329-N24_S1563_R1_001;I23-1329-N24;sample;Pseudomonadaceae;84,64;2572;23294
I23-1329-O01_S1196_R1_001;I23-1329-O01;sample;Micrococcaceae;24,55;2534;22507
I23-1329-O02_S1212_R1_001;I23-1329-O02;sample;Sphingobacteriaceae;3,33;30;393
I23-1329-O03_S1228_R1_001;I23-1329-O03;sample;Pseudomonadaceae;94,42;5937;70600
I23-1329-O04_S1244_R1_001;I23-1329-O04;sample;Bacillaceae;87,93;7217;90472
I23-1329-O05_S1260_R1_001;I23-1329-O05;sample;Pseudomonadaceae;95,95;5505;78847
I23-1329-O06_S1276_R1_001;I23-1329-O06;sample;Bacillaceae;88,93;5818;99847
I23-1329-O07_S1292_R1_001;I23-1329-O07;sample;Bacillaceae;70,96;1016;16567
I23-1329-O08_S1308_R1_001;I23-1329-O08;sample;Pseudomonadaceae;71,2;1125;12033
I23-1329-O09_S1324_R1_001;I23-1329-O09;sample;Pseudomonadaceae;85,68;7585;101347
I23-1329-O10_S1340_R1_001;I23-1329-O10;sample;Bacillaceae;61,63;3440;49498
I23-1329-O11_S1356_R1_001;I23-1329-O11;sample;Bacillaceae;23,62;7050;76390
I23-1329-O12_S1372_R1_001;I23-1329-O12;sample;Nocardiaceae;1,96;511;5481
I23-1329-O13_S1388_R1_001;I23-1329-O13;sample;Pseudomonadaceae;86,36;7774;120703
I23-1329-O14_S1404_R1_001;I23-1329-O14;sample;Pseudomonadaceae;82,46;5547;85215
I23-1329-O15_S1420_R1_001;I23-1329-O15;sample;Pseudomonadaceae;96,76;8455;140706
I23-1329-O16_S1436_R1_001;I23-1329-O16;sample;Microbacteriaceae;14,91;3092;33757
I23-1329-O17_S1452_R1_001;I23-1329-O17;sample;Pseudomonadaceae;85,99;6197;132160
I23-1329-O18_S1468_R1_001;I23-1329-O18;sample;Microbacteriaceae;17,32;1334;13992
I23-1329-O19_S1484_R1_001;I23-1329-O19;sample;Pseudomonadaceae;10;10;191
I23-1329-O20_S1500_R1_001;I23-1329-O20;sample;0;0;2;97
I23-1329-O21_S1516_R1_001;I23-1329-O21;sample;Pseudomonadaceae;86,48;7827;112382
I23-1329-O22_S1532_R1_001;I23-1329-O22;sample;Microbacteriaceae;11,13;494;5829
I23-1329-O23_S1548_R1_001;I23-1329-O23;sample;Pseudomonadaceae;66,14;7251;106305
I23-1329-O24_S1564_R1_001;I23-1329-O24;sample;Boseaceae;14,92;1166;12557
I23-1329-P01_S1197_R1_001;I23-1329-P01;sample;Microbacteriaceae;33,54;644;6039
I23-1329-P02_S1213_R1_001;I23-1329-P02;sample;Pseudomonadaceae;79,24;3570;36429
I23-1329-P03_S1229_R1_001;I23-1329-P03;sample;Micrococcaceae;3,23;651;6905
I23-1329-P04_S1245_R1_001;I23-1329-P04;sample;Pseudomonadaceae;85,71;1393;18094
I23-1329-P05_S1261_R1_001;I23-1329-P05;sample;Micrococcaceae;33,11;1172;17091
I23-1329-P06_S1277_R1_001;I23-1329-P06;sample;Pseudomonadaceae;46,51;2165;27267
I23-1329-P07_S1293_R1_001;I23-1329-P07;sample;Rhizobiaceae;61,54;13;207
I23-1329-P08_S1309_R1_001;I23-1329-P08;sample;Pseudomonadaceae;58,26;757;8461
I23-1329-P09_S1325_R1_001;I23-1329-P09;sample;Micrococcaceae;6,55;1130;14800
I23-1329-P10_S1341_R1_001;I23-1329-P10;sample;Pseudomonadaceae;73,23;127;1227
I23-1329-P11_S1357_R1_001;I23-1329-P11;sample;Micrococcaceae;22,97;2878;26699
I23-1329-P12_S1373_R1_001;I23-1329-P12;sample;Pseudomonadaceae;80,82;2357;26827
I23-1329-P13_S1389_R1_001;I23-1329-P13;sample;Enterobacteriaceae;76,92;3929;60974
I23-1329-P14_S1405_R1_001;I23-1329-P14;sample;Hominidae;55,56;9;158
I23-1329-P15_S1421_R1_001;I23-1329-P15;sample;Bacillaceae;88,98;8601;131922
I23-1329-P16_S1437_R1_001;I23-1329-P16;sample;Comamonadaceae;56,95;4267;54006
I23-1329-P17_S1453_R1_001;I23-1329-P17;sample;Rhodanobacteraceae;7,08;212;4416
I23-1329-P18_S1469_R1_001;I23-1329-P18;sample;Sphingobacteriaceae;4,82;872;8245
I23-1329-P19_S1485_R1_001;I23-1329-P19;sample;Bacillaceae;5,24;229;2561
I23-1329-P20_S1501_R1_001;I23-1329-P20;sample;Bacillaceae;46;4844;87043
